name,url,image,startDate,endDate,description,description_fr,location,city,region,page,region_abbr
Membrain Festival 2025,https://www.musicfestivalwizard.com/festivals/membrain-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/10/Membrain_Logo.png,2025-07-31,2025-08-03,Europe's heartiest and newest underground bass culture festival takes place on the beautiful shores of the Dalmatian Coast. Relive the vibe of old school raves at this four-day festival.,Europe S FIRFORS et Festival de culture de basse underground se déroule sur les belles rives de le dalmatien Coast. Revivez l'ambiance des délires de la vieille école lors de ce festival de quatre jours.,Minerska Beach,Šibenik,Croatia,12,HR
Mile of Music 2025,https://www.musicfestivalwizard.com/festivals/mile-of-music-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2021/04/Mile-of-Music-Editorial.jpg,2025-07-31,2025-08-03,"What happens when you combine a vibrant, one-mile stretch of Downtown Appleton, Wisconsin, with 200 up-and-coming artists performing live, FREE 100% original music over four days? You get to experience an unforgettable music-filled weekend with over 900 incredible shows!","Que se passe-t-il lorsque vous combinez un tronçon dynamique d'un mile de Downtown Appleton, Wisconsin, avec 200 vers le haut - et - des artistes à venir jouant en direct, une musique 100% originale gratuite sur quatre jours? Vous découvrez un week-end inoubliable de musique avec plus de 900 spectacles incroyables!",Various Venues,Appleton,Wisconsin,12,WI
Nature One 2025,https://www.musicfestivalwizard.com/festivals/nature-one-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2012/02/Nature_One_Logo.jpg,2025-07-31,2025-08-03,"For their 25th anniversary, Nature One in Germany is going even bigger than ever with 350 DJs and live acts on over 20 stages. Their 100 hectare campsite promises to be just as insane. Massive stage production, the best talent in the world, German sized campgrounds -- what more do you want out of your summer?","Pour Leur 25e anniversaire, nature One en Allemagne va encore plus grand que jamais avec 350 DJS et en direct agit sur plus de 20 étapes. Leur camping de 100 hectares promet d'être tout aussi fou. Production de scène massive, The Best Talent in the World, Alemand Tize Campgrounds - Que voulez-vous de plus de votre été?",Pydna Missile Base,Kastellaun,Germany,12,DE
Newport Jazz Festival 2025,https://www.musicfestivalwizard.com/festivals/newport-jazz-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/07/Newport_Jazz_Festival_2017_Logo.jpg,2025-08-01,2025-08-03,"Breaking ground since the mid-1950s, the Newport Jazz Festival has a storied history rivaling that of any other American festival hosting artists like Herbie Hancock, Led Zeppelin, Frank Sinatra, Muddy Waters, The Allman Brothers, and Miles Davis.  Its current incarnation is three full days of jazz on four unique stages on the grounds at Fort Adams State Park in Rhode Island.","Brociser depuis le Mid-1950s, le Newport Jazz Festival a une histoire rivale rivalisant avec celle de tout autre festival américain hébergeant des artistes comme Herbie Hancock, a conduit Zeppelin, Frank Sinatra, Muddy Waters, The tout Davis.  Son incarnation actuelle est de trois jours complets de jazz sur quatre étapes uniques sur les motifs à Fort Adams State Park dans Rhode Island.",Fort Adams State Park,Newport,Rhode Island,12,RI
Nomade Reggae Festival 2025,https://www.musicfestivalwizard.com/festivals/nomade-reggae-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/02/Nomade-Reggae-Festival-2025-Lineup-Poster.jpg,2025-07-31,2025-08-03,"Between lakes and mountains surrounded by nature in Anglefort, the vibe at Nomade Reggae Festival is the definition of chill.","Entre les lacs et des montagnes entourés par la nature à Anglefort, la vibe à nomade reggae Le festival est la définition de Chill.",Plan d’eau de Mansin,Anglefort,France,12,FR
Notodden Blues Festival 2025,https://www.musicfestivalwizard.com/festivals/notodden-blues-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/09/Notodden-2025.jpg,2025-07-31,2025-08-03,Experience the power of blues at one of Europe's largest blues festivals! Enjoy top artists and workshops from Norway's largest blues festival.,Expérience la puissance du blues dans l'un des plus grands festivals de blues de Europe! Profitez des meilleurs ateliers d'artistes et du plus grand festival de blues de Norvège.,Various Venues,Notodden,Norway,12,NO
OFF Festival 2025,https://www.musicfestivalwizard.com/festivals/off-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/12/OFF_Festival_Logo.jpg,2025-08-01,2025-08-03,"Still unspoiled by hordes of backpackers, Poland is a treat for travelers. And nothing makes that treat sweeter than the similarly unspoiled OFF Festival in Katowice which after ten years still keeps its lineup fresh and surprising.","Toujours préservé par des hordes de routards, la Pologne est un régal pour les voyageurs. Et Rien ne rend ce traitement plus doux que le de la même manière présaule off festival à Katowice qui, après dix ans, maintient encore sa gamme fraîche et surprenant.",Dolina Trzech Stawów,Katowice,Poland,12,PL
Ohrid Calling 2025,https://www.musicfestivalwizard.com/festivals/ohrid-calling-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/06/Ohrid-Calling-Hero.jpg,2025-07-31,2025-08-03,"Ohrid, the home of the most beautiful lake in the Balkans, is now home to a beautiful lineup of electronic artists at Ohrid Calling.","Ohrid, le Home of the le plus beau lac dans the Balkans, abrite maintenant une belle gamme d'artistes électroniques à ohrid appelant.",Kasarna,Ohrid,Macedonia,12,MK
Oregon Jamboree 2025,https://www.musicfestivalwizard.com/festivals/oregon-jamboree-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2013/04/Oregon_Jamboree_Logo.jpg,2025-08-01,2025-08-03,"Combining summertime fun and country music, Oregon Jamboree is a premier three-day camping festival in the pacific northwest. With 2 stages and over 25 acts, it presents an entertaining weekend for local festival attendees. Produced by the nonprofit Sweet Home Economic Development Group, the proceeds from the festival benefit local economic development and projects in Linn County of Oregon.","Combinant le plaisir estival et Musique country, Oregon Jamboree est un premier festival de camping de trois jours à le Pacific Northwest. Avec 2 étapes et sur 25 actes, il présente un week-end divertissant pour les participants au festival local. Produit par le à but non lucratif sweet home Group de développement économique, le se déroule de le festival bénéficie au développement économique local et projets dans Linn comté de Orege.",Sankey Park,Sweet Home,Oregon,12,OR
Osheaga 2025,https://www.musicfestivalwizard.com/festivals/osheaga-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/08/Osheaga_Logo.jpg,2025-08-01,2025-08-03,Osheaga started as a vision to bring a giant European style festival to Canada. It’s safe to say they've succeeded. Osheaga consistently brings a world-class lineup to the shores of Ile Sainte-Helene during the height of summer. It’s become so popular that organizers have added a second weekend of just metal (Heavy Montreal) and a third weekend of EDM (IleSoniq).,Osheaga a commencé comme une vision pour apporter un festival de style européen géant au Canada. Il est sûr de dire qu'ils ont réussi. Osheaga apporte systématiquement une gamme de classe mondiale à les rives d'Ile Sainte-Helene pendant la hauteur de l'été. Il est devenu si populaire que les organisateurs ont ajouté un deuxième week-end de Just Metal (Heavy Montréal) et un troisième week-end d'EDM (Ilesoniq).,Parc Jean-Drapeau,Montreal,Quebec,12,QC
Peloponnese Beer Festival 2025,https://www.musicfestivalwizard.com/festivals/peloponnese-beer-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/04/Peloponnese-Beer-Festival-FI.png,2025-08-01,2025-08-03,"The Peloponnese Beer Festival is a unique festival in Greece that celebrates the creativity and quality of the Greek craft beer industry. In addition to craft beer, the festival also offers delicious street food, including Greek and European flavors and live music on stage all three days!","Le Péloponnèse bière Le festival est un festival unique en Grèce qui célèbre The Créativité et qualité de l'industrie de la bière artisanale grecque. En plus de la bière artisanale, le festival le propose également de délicieuses plats de rue, y compris les saveurs grecques et européennes et Musique live sur scène les trois jours!",West Coast Park,Kalamata,Greece,13,GR
Pentaport Rock Festival 2025,https://www.musicfestivalwizard.com/festivals/pentaport-rock-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/05/Pentaport-Rock-2025-Lineup-Poster.jpg,2025-08-01,2025-08-03,"The Incheon Pentaport Rock Festival is a major annual music event in South Korea, celebrated for its vibrant mix of rock and electronic music. Held over three days at Songdo Moonlight Festival Park, the festival attracts both local and international acts.","Le incheon pentaport rock Le festival est un événement musical annuel majeur dans Sud Corée, célébré pour son mélange vibrant de rock et Musique électronique. Tenu sur trois jours au Songdo Moonlight Festival Park, le Festival attire à la fois les actes internationaux locaux et.",Songdo Moonlight Festival Park,Incheon,South Korea,13,KR
Pickathon 2025,https://www.musicfestivalwizard.com/festivals/pickathon-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/06/Pickathon_Logo.jpg,2025-07-31,2025-08-03,"Just east of Portland, the magical Pickathon springs up on a rambling farm. Stages that double as art installations not only host bluegrass, but roots and indie artists too. The festival is proudly sustainable, becoming became the first large outdoor music festival in the US to eliminate single-use plates, cups and utensils.","Juste à l'est de Portland, le magique Pickathon jaillit dans une ferme décousue. Les étapes qui doublent comme les installations artistiques hébergent non seulement Bluegrass, mais aussi les racines et artistes indépendants. Le festival est fièrement durable, devenant devenu le First First Music Festival en plein air en le us pour éliminer les plaques à usage unique, les tasses et ustensiles.",Pendarvis Farm,Happy Valley,Oregon,13,OR
Pigeon Lake Music Festival 2025,https://www.musicfestivalwizard.com/festivals/pigeon-lake-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/11/Pigeon-Lake-Fest-Logo.jpg,2025-08-01,2025-08-03,"The Pigeon Lake Music Festival is a family-friendly event filled with incredible musical performances, outstanding entertainment, fantastic food and drink, and amazing people - all in an unforgettable outdoor setting","The Pigeon Lake Music Le festival est un événement familial rempli de performances musicales incroyables, de divertissement exceptionnel, de nourriture fantastique et boisson, et des gens incroyables - tous dans un cadre extérieur imprenable impitable, et - tous dans un cadre extérieur imprenable impitable, et - tous dans un cadre extérieur imprenable impitable, et - tous dans un cadre extérieur imprenable impitable, et ée",Hilah Ayers RV Park,Mulhurst Bay,Alberta,13,AB
Pride On The Park 2025,https://www.musicfestivalwizard.com/festivals/pride-on-the-park-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/06/Pride-In-the-Park-2025-Lineup-Poster.jpg,2025-08-02,2025-08-03,"Pride in the Park is all about joy, solidarity, and friendship, ensuring that everyone can be their authentic selves without fear or judgment. Expect over 150 LGBTQ artists & collectives across multiple stages across the park! Whether you’re a member of the LGBTQ+ community or an ally standing in solidarity, we stand firmly against homophobia, transphobia, and all forms of discrimination.","Fierté Dans le Park est une question de joie, de solidarité, et amitié, s'assurant que tout le monde peut être leur authentique moi sans peur ni jugement. Attendez-vous à plus de 150 artistes et collectifs LGBTQ sur plusieurs étapes à travers le parc le! Que vous soyez membre de la communauté The LGBTQ + ou un allié debout, nous nous tenons fermement contre l'homophobie, la transphobie, et toutes les formes de discrimination.",Preston Park,Brighton,United Kingdom,13,UK
Reggae Land Festival 2025,https://www.musicfestivalwizard.com/festivals/reggae-land-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/02/Reggae-Land-2025-Lineup-Poster.jpg,2025-08-02,2025-08-03,Reggae Land heads to The Milton Keynes National Bowl in August for a massive celebration of reggae music and Caribbean culture.,Reggae Land se dirige vers le Milton Keynes National Bowl en août pour une célébration massive de la musique caribéenne de reggae et.,Milton Keynes National Bowl,Milton Keynes,United Kingdom,13,UK
Reggae on the River 2025,https://www.musicfestivalwizard.com/festivals/reggae-on-the-river-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/04/Reggae-on-the-River-Featured-Image.png,2025-08-01,2025-08-03,It's reggae! On a river! Spend the weekend camping and chilling in northern California at this laid-back festival.,C'est le reggae! Sur une rivière! Passez le le week-end Camping et Chilling dans le nord de la Californie lors de ce festival décontracté.,County Line Ranch,Garberville,California,13,CA
Rhythms on the Rio 2025,https://www.musicfestivalwizard.com/festivals/rhythms-on-the-rio-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/08/Rhythms-on-the-Rio-2025-Featured-Image.jpg,2025-07-31,2025-08-03,Rhythms on the Rio is a benefit music festival hosted by the South Fork Music Association. The South Fork Music Association is a non-profit entity that uses its funds for staging live music concerts for the entire family and promoting music education for children in the community.,Rythms sur le Rio est un festival de musique avantageux hébergé par The Sud Fork music Association. The South Fork music L'association est une entité à but non lucratif qui utilise ses fonds pour mettre en scène des concerts de musique en direct pour The Family Family et Promouvant une éducation musicale pour les enfants dans la communauté The.,Del Norte,Del Norte,Colorado,13,CO
Rockin the Fields 2025,https://www.musicfestivalwizard.com/festivals/rockin-the-fields-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/03/Rockin-The-Fields-of-Minnedosa-2025-Lineup-Poster.jpg,2025-08-01,2025-08-03,,,The Fields of Minnedosa,Minnedosa,Manitoba,13,MAN
Rockstadt Extreme Fest 2025,https://www.musicfestivalwizard.com/festivals/rockstadt-extreme-fest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/09/Rockstadt-Extreme-Fest.jpg,2025-07-30,2025-08-03,Romania's most metal festival meets the stunning scenery of Transylvania for this epic five-day camping celebration.,Le festival le plus en métal de la Roumanie se réunit le paysage étonnant de la Transylvanie pour cette célébration épique de camping de cinq jours.,Râșnov Citadel,Râșnov,Romania,13,RO
Salmonfest 2025,https://www.musicfestivalwizard.com/festivals/salmonfest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/05/Salmonfest-Hero.jpg,2025-08-01,2025-08-03,"Every year thousands of people turn the Kenai Peninsula village of Ninilchik into a city as families and friends fill the region with encampments full of music, food, fish and love.","Chaque année, des milliers de personnes transforment The Kenai Peninsula Village de Ninilchik en une ville en tant que familles et des amis remplissent la région avec des campements pleins de musique, de nourriture, de poisson et amour.",Kenai Peninsula State Fairgrounds,Ninilchik,Alaska,13,AK
Solar Weekend 2025,https://www.musicfestivalwizard.com/festivals/solar-weekend-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/03/Solar_Weekend_Logo.png,2025-07-31,2025-08-03,"Solar Weekend began life as a progressive initiative but has since evolved into a creative multi-day festival with an inspiring lineup of artists. The festival is filled with all sorts of adventures including massive water gun battles, fairground rides, and merry-go-rounds. Each year has a theme that ties all the fun-stuff together along with a dizzying array of musical zones to fit your mood.","Solar Weekend a commencé la vie comme une initiative progressive mais est depuis devenue un festival créatif de plusieurs jours avec une gamme d'inspirants d'artistes. Le Festival est rempli de toutes sortes d'aventures, y compris des batailles massives de pistolets à eau, des promenades de champ de foire, et Merry-Go-Rounds. Chaque année a un thème qui lie tout le Fun-Stuff avec un éventail vertigineux de zones musicales pour s'adapter à votre humeur.",Roermond Maasplassen,Roermond,Netherlands,13,NL
Sound Haven 2025,https://www.musicfestivalwizard.com/festivals/sound-haven-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/07/Sound-Haven-Featured-Image.jpg,2025-07-31,2025-08-03,"Bringing together a massive lineup of bass acts & visionary artists, Sound Haven is guaranteed to be an otherworldly, transformational experience.","Rassembler une gamme massive d'actes de basse et d'artistes visionnaires, Sound Haven est garanti d'être une expérience transformationnelle d'un autre monde.",Jaceland,Whitwell,Tennessee,13,TN
Sunfest Country Festival 2025,https://www.musicfestivalwizard.com/festivals/sunfest-country-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/08/Sunfest-Logo.webp,2025-07-31,2025-08-03,"If you're into country music, beautiful scenery, and camping, get ready for Sunfest Country Music Festival in British Columbia.","Si vous êtes dans la musique country, de beaux paysages, et Camping, préparez-vous pour Sunfest country music Festival dans British Columbia.",Laketown Ranch,Lake Cowichan,British Columbia,13,BC
Sunny Hill Festival 2025,https://www.musicfestivalwizard.com/festivals/sunny-hill-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/08/Vito-Valentinetti-Sunny-Hill-2022-17.jpg,2025-08-01,2025-08-03,Sunny Hill Festival is the biggest event of contemporary music in Kosovo! The hip-hop/pop/electronic festival takes place over four days in Prishtina's Germia Park.,Sunny Hill Festival est le le plus grand événement de la musique contemporaine au Kosovo! Le Festival hip-hop / pop / électronique se déroule sur quatre jours dans Germia de Prishtina Park.,Gërmia Park,Prishtina,Kosovo,13,XK
SunSka Festival 2025,https://www.musicfestivalwizard.com/festivals/sunska-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/10/Reggae_Sun_Ska_Festival_Logo.jpg,2025-08-01,2025-08-03,"Picture it! A week-end with your family, your friends, or even with your children where you can pitch your tent in the heart of the vineyard, on the edge of pine forests and just a few kilometers away from the ocean. You will relax in a beautiful protected oak grove, party in a friendly atmosphere, and then finally enjoy concerts under starry nights. What could be better?","Photo it! Un week-end avec votre famille, vos amis ou même avec vos enfants où vous pouvez lancer votre tente dans le cœur le du vigne le, sur le Edge des forêts de pin et à quelques kilomètres loin de l'océan. Vous se détendra dans un beau Oak Grove protégé, faire la fête dans une atmosphère amicale, et puis enfin profiter des concerts sous des nuits étoilées. Quel pourrait être mieux?",Sun Ska Village,Vertheuil,France,13,FR
Sweet Pea Festival 2025,https://www.musicfestivalwizard.com/festivals/sweet-pea-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/01/Sweet-Pea-Hero.png,2025-08-01,2025-08-03,"The Sweet Pea Festival is a three-day festival of the arts held in Bozeman, Montana. The fun in Lindley Park starts Friday afternoon continues all weekend with a parade, flower show, and lots of family-friendly activities.","Le Sweet PEA Le festival est un festival de trois jours de les arts tenus à Bozeman, Montana. Le Le plaisir à Lindley Park commence vendredi après-midi se poursuit tout le week-end avec un défilé, un spectacle de fleurs, et beaucoup d'activités familiales.",Lindley Park,Bozeman,Montana,13,MT
Sylak Open Air 2025,https://www.musicfestivalwizard.com/festivals/sylak-open-air-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/12/Sylak.jpg,2025-08-01,2025-08-03,This French metal festival features camping and swimming just outside of Lyon.,This French Metal Festival présente le camping et nager juste à l'extérieur de Lyon.,Stade Regis Perrin,Saint-Maurice-de-Gourdans,France,13,FR
Valley Fest 2025,https://www.musicfestivalwizard.com/festivals/valley-fest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/08/Valley-Fest-Hero.jpg,2025-07-31,2025-08-03,"Valley Fest is a tasting music festival in the South West. The weekend is perfect for first-time festival goers as well as families of all ages. The fest takes place alongside the Chew Valley Lake with the rolling Mendip hills in the background. Showcasing Bristol’s live music scene as well as local food, there is something for everyone.","Valley Fest est un festival de musique de dégustation à le Sud West. Le week-end est parfait pour les premiers festivaliers ainsi que pour les familles de tous âges. Le fest a lieu aux côtés de le Chew Valley Lake avec le Rolling Mendip Hills en le arrière-plan. Présentant la scène musicale en direct de Bristol ainsi que la cuisine locale, il y en a pour tous les goûts.",Chew Valley Lake,Chew Magna,United Kingdom,13,UK
VELD Music Festival 2025,https://www.musicfestivalwizard.com/festivals/veld-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/02/Veld_Logo.jpg,2025-08-01,2025-08-03,"Electronic and hip-hop combine forces in downtown Toronto for this 2-day Canadian festival. Taking place at Downsview Park, this city fest attracts 30,000 festies a day.","Electronic et Hip-Hop combine des forces au centre-ville de Toronto pour ce festival canadien de 2 jours. Se déroulant à Downsview Park, cette fête de la ville attire 30 000 fêtes par jour.",Downsview Park,Toronto,Ontario,13,ON
Watershed Festival 2025,https://www.musicfestivalwizard.com/festivals/watershed-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2012/04/Watershed_Logo.jpg,2025-08-01,2025-08-03,"Watershed is a massive country music festival held at The Gorge in Washington. With plenty of camping and eye-popping views, this is a one-of-kind country fest experience that's not to be missed.","Watershed est un énorme festival de musique country tenue à les gorge à Washington. Avec beaucoup de camping et des vues époustouflantes, il s'agit d'une expérience de fête country unique en son genre qui ne doit pas être manquée.",The Gorge Amphitheatre,George,Washington,14,WA
Wickham Festival 2025,https://www.musicfestivalwizard.com/festivals/wickham-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/10/Wickham_Festival_Logo.jpg,2025-07-31,2025-08-03,"'Wickham Festival is a 4-day music & arts festival held every August in a stunningly beautiful rural location near the historic village of Wickham in Hampshire. With live music on four stages plus a host of other entertainment, Wickham is rated by many as one of the safest, most relaxed and family-friendly festivals in the UK.'","'Wickham Le festival est un festival de musique et d'arts de 4 jours qui s'est tenu chaque août dans un endroit rural incroyablement magnifique près de le village historique de Wickham dans le Hampshire. Avec de la musique live sur quatre étapes plus une multitude d'autres divertissements, Wickham est évalué par beaucoup comme l'un des les les plus sûrs, les plus détendus et festivals familiaux à le uk. '",Wickham Village Square,Wickham,United Kingdom,14,UK
Wilderness Festival 2025,https://www.musicfestivalwizard.com/festivals/wilderness-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/08/Wilderness_Logo.jpg,2025-07-31,2025-08-03,The inspired Wilderness Festival welcomes festies to a British boutique experience in a stunning nature reserve. Everyone is invited to be part of a community and a celebration with a 'vast and unique program that celebrates each art with equal significance.' A truly unique summer festival in Oxfordshire.,Le Le festival inspiré Wilderness accueille des festivals dans une expérience de boutique britannique dans une superbe réserve naturelle. Tout le monde est invité à faire partie d'une communauté et une célébration avec un «vaste programme unique et qui célèbre chaque art avec une signification égale». Un festival d'été vraiment unique dans l'Oxfordshire.,Cornbury Park,Oxfordshire,United Kingdom,14,UK
Y Not Festival 2025,https://www.musicfestivalwizard.com/festivals/y-not-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/08/y_not_festival_logo.jpg,2025-07-31,2025-08-03,"For one weekend a year, the gorgeous Peak District countryside becomes home to the Y Not Festival. Y Not is a small, fresh, and loud music festival, with a fantastic atmosphere and a history of amazing live acts.","Pour un week-end par an, le magnifique campagne de district de pointe devient le festival le y pas. Y pas est un petit festival de musique bruyant frais, et, avec une atmosphère fantastique et une histoire d'actes en direct incroyables.",Aston Hill Farm,Derbyshire,United Kingdom,14,UK
Young Island Festival 2025,https://www.musicfestivalwizard.com/festivals/young-island-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/10/Young-Island-Hero.jpg,2025-07-31,2025-08-03,"Young Island offers a variety of activities and special moments that turned the Isle of Leisure into a true paradise of music and fun. From spectacular scenographies and fascinating lights to delicious food stands and seating areas, everything is designed to provide a memorable experience for each participant.","Young Island propose une variété d'activités et des moments spéciaux qui ont transformé l'île de loisirs en un véritable paradis de musique et. Des scénographies spectaculaires et des lumières fascinantes à de délicieux supports de nourriture et, tout est conçu pour offrir une expérience mémorable à chaque participant.",Bacău,Bacău,Romania,14,RO
Defected Croatia 2025,https://www.musicfestivalwizard.com/festivals/defected-croatia-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/01/Defected-Croatia-Logo-e1485615379699.jpg,2025-07-30,2025-08-04,"It's house music heaven when the UK Defected label takes over The Garden at Tisno. Beachside camping, boat parties, special shows, and lots of surprises makes this an ideal island getaway. Need a break from the bumping beats? Explore the lovely Croatian seaside city of Tisno in between sets.","C'est le paradis de la musique de maison lorsque le label le uk Defected reprend le jardin à Tisno. Le camping en bord de mer, les fêtes en bateau, les spectacles spéciaux, et Beaucoup de surprises en font une escapade à l'île idéale. Besoin d'une pause de le Bumping Beats? Explorez le Belle ville balnéaire croate de Tisno entre les ensembles.",The Garden Resort,Tisno,Croatia,14,HR
Garbicz Festival 2025,https://www.musicfestivalwizard.com/festivals/garbicz-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/07/Garbicz-Featured-Image.jpg,2025-07-31,2025-08-04,"Garbicz is a unique experience designed to bring people closer to nature, music, and each other. At the festival, fans honor this by disconnecting from their screens and reconnecting with themselves and the community.","Garbicz est une expérience unique conçue pour rapprocher les gens de la nature, de la musique, et. Au festival le, les fans honorent cela en se déconnectant de leurs écrans et se reconnectant avec eux-mêmes et la communauté.",Lake Wielicko,Garbicz,Poland,14,PL
OZORA Festival 2025,https://www.musicfestivalwizard.com/festivals/ozora-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/10/OZARA-Festival-Logo-e1445086420766.jpg,2025-07-25,2025-08-05,"We would call it a transformational festival but OZORA describes itself as 'reaching out into the deepest realms of your imagination and displaying, sharing that glorious, that grotesque, that unparalleled treasure you find within is one of the pillars of the Ozora experience.' Get ready to get weird.","Nous appellerions cela un festival transformationnel mais Ozora se décrit comme «tendre la main dans le les plus profonds de votre imagination et affichant, partageant ce glorieur, ce grotesque, ce trésor inégaléal que vous trouvez à l'intérieur est de l'une des de le». Préparez-vous à devenir bizarre.",Dádpuszta,Dádpuszta,Hungary,14,HU
Punk Rock Holiday 2025,https://www.musicfestivalwizard.com/festivals/punk-rock-holiday-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2016/01/Punk_Rock_Holiday_2016_Logo-e1452014101419.jpg,2025-08-05,2025-08-08,"'Punk Rock Holiday has truly become one of the most anticipating events in Europe to those who have once experienced a different meaning of a festival. Camping in the shade of the trees, surrounded by mountains, a Mediterranean climate, main stage in an avenue of trees, no barricades between bands and audience and a beach stage should give you the impression of how amazing this festival really is.'","'Punk rock Les vacances sont vraiment devenues les les événements les plus anticipés dans Europe à ceux qui ont déjà connu une signification différente d'un festival. Camping dans la nuance de les arbres, entourés de montagnes, un climat méditerranéen, scène principale dans une avenue d'arbres, pas de barricades entre les bandes et à quel point ce festival est vraiment étonnant. '",Sotočje Peninsula,Tolmin,Slovenia,14,SI
Ashley For The Arts 2025,https://www.musicfestivalwizard.com/festivals/ashley-for-the-arts-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/06/Ashley-for-the-Arts-Hero.jpg,2025-08-07,2025-08-09,"Ashley for the Arts in Wisconsin provides the entire family with 3 days of world class entertainment, art, exercise and play for one low cost!","Ashley pour The Les arts du Wisconsin fournissent la Famille entière avec 3 jours de divertissement de classe mondiale, d'art, d'exercice et jouer à un coût bas!",Memorial Park,Arcadia,Wisconsin,14,WI
Beanstalk Music Festival 2025,https://www.musicfestivalwizard.com/festivals/beanstalk-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/02/Beanstalk.png,2025-08-07,2025-08-09,"Nestled right along the Colorado River at Rancho Del Rio in the Vail Valley, Beanstalk hosts a wide range of national and local talent as well as a number of outdoor activities. Recreation ranges from rafting down the mighty river to hiking for hot springs to biking the miles of paths. Then return to camp to take in the evening’s wonderful sets of music. There is never a shortage of fun and adventure at Beanstalk Festival.","Niché à droite le long de le Colorado River à Rancho del Rio dans The Vail Valley, Beanstalk héberge un large éventail de National et Talent local ainsi qu'un certain nombre d'activités extérieures. Les loisirs vont de la rafting la rivière puissante à la randonnée pour des sources chaudes au vélo les miles de chemins. Retournez ensuite au camp pour prendre merveilleux ensembles de musique de la soirée. Il n'y a jamais de pénurie de festival et amusante au Beanstalk festival.",Rancho Del Rio,Bond,Colorado,14,CO
Brutal Assault 2025,https://www.musicfestivalwizard.com/festivals/brutal-assault-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/10/Brutal_Assault_Logo.jpg,2025-08-06,2025-08-09,"It's metal to the extreme at this open-air festival held in an 18th-century army fortress. Started in 1996, this camping festival hosts about 15,000 attendees.","C'est du métal à le extrême de ce festival en plein air tenu dans une forteresse de l'armée du XVIIIe siècle. Lancé en 1996, ce festival de camping accueille environ 15 000 participants.",Josefov Fortress,Jaroměř,Czech,14,CZ
Dance Valley 2025,https://www.musicfestivalwizard.com/festivals/dance-valley-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/01/Dance_Valley_Logo.jpg,2025-08-09,2025-08-09,"For over two decades, the iconic Dance Valley has welcomed electronic to this massive single-day festival. With 10+ stages and 60,000 dance happy revelers, this is truly one of the wildest parties of the summer. The electronic music is varied, dipping into sub-genres like trance, hardstyle, EDM, and techno.","Pour sur deux décennies, le emblématique danse Valley a accueilli électronique à ce festival massif d'une journée. Avec plus de 10 étapes et 60 000 fêtards de danse, c'est vraiment l'une des parties les plus sauvages les de l'été le. La musique électronique est variée, plongeant dans des sous-genres comme la transe, hardstyle, edm, et techno.",Oosterbroek,Velsen,Netherlands,14,NL
